1                        5.70036631086402         
1.1                      4.43989317058283         
1.2                      3.51203062438054         
1.3                      2.81366999289549         
1.4                      2.27820370545027         
1.5                      1.8613509374436          
1.6                      1.53243507337008         
1.7                      1.26991354619024         
1.8                      1.05831430427308         
1.9                      0.886237233976587        
2                        0.745263877736134        
2.1                      0.629019448531434        
2.2                      0.532690269670528        
2.3                      0.452316924874528        
2.4                      0.384941839636462        
2.5                      0.328241661179807        
2.6                      0.280411803487592        
2.7                      0.239962837696589        
2.8                      0.205558350009513        
2.9                      0.176306123891311        
3                        0.151339667584146        
3.1                      0.129991882902422        
3.2                      0.111885697843606        
3.3                      0.0961720801085951       
3.4                      0.0828469162537534       
3.5                      0.0712576671051744       
3.6                      0.0613182008709396       
3.7                      0.0528695878514802       
3.8                      0.0454127343859897       
3.9                      0.0390893249848572       
4                        0.033668753003523        
4.1                      0.0288780156064634       
4.2                      0.0248531823049093       
4.3                      0.0213266532144941       
4.4                      0.0182754181292161       
4.5                      0.015746964133393        
4.6                      0.0134616183330742       
4.7                      0.0115459298917725       
4.8                      0.00988706739598066      
4.9                      0.00845208853099366      
5                        0.0072446869363485       
5.1                      0.00616571785886499      
5.2                      0.00527420593437311      
5.3                      0.00448393380670553      
5.4                      0.00382586099586002      
5.5                      0.00324788895179273      
5.6                      0.00275593523133688      
5.7                      0.00233319902741391      
5.8                      0.00198603195674396      
5.9                      0.00168230352386689      
6                        0.00141850084240491      
6.1                      0.00119553341654344      
6.2                      0.00100546868668105      
6.3                      0.000842554832380937     
6.4                      0.000706020754510872     
6.5                      0.0005849746183888       
6.6                      0.000488658463662306     
6.7                      0.000398153196797479     
6.8                      0.000327999191275463     
6.9                      0.000262038420954291     
7                        0.000215593180428519     
7.1                      0.000170377878274008     
7.2                      0.000131864731474529     
7.3                      0.000102994713345295     
7.4                      7.31210299805829E-05     
7.5                      5.20429115117294E-05     
7.6                      3.1814490413784E-05      
7.7                      1.47399370498125E-05     
7.8                      3.24854545963316E-06     
7.9                      1.05603774969154E-05     
8                        1.92385094306413E-05     
8.1                      2.64151625815057E-05     
8.2                      3.57230171015299E-05     
8.3                      3.9644641979919E-05      
8.4                      4.3934776207788E-05      
8.5                      4.87523902148457E-05     
8.6                      5.15538261740556E-05     
8.7                      5.41635358961567E-05     
8.8                      5.70350216813065E-05     
8.9                      5.81497969516231E-05     
9                        5.9848318116229E-05      
9.1                      6.12248686855388E-05     
9.2                      6.17450687183663E-05     
9.3                      6.21381545720112E-05     
9.4                      6.37326126695648E-05     
9.5                      6.34027542454341E-05     
9.6                      6.30142260034106E-05     
9.7                      6.35833808884101E-05     
9.8                      6.39051558106729E-05     
9.9                      6.39041856964617E-05     
10                       6.35301991755988E-05     
10.1                     6.35531856207905E-05     
10.2                     6.32401156492879E-05     
10.3                     6.27458173119155E-05     
10.4                     6.27121602549963E-05     
10.5                     6.28586916566753E-05     
10.6                     6.25589370428781E-05     
10.7                     6.17937522919831E-05     
10.8                     6.15435130812969E-05     
10.9                     6.1252569859116E-05      
11                       6.08766660583626E-05     
11.1                     6.06047652254027E-05     
11.2                     6.04856194654779E-05     
11.3                     6.02023280724673E-05     
11.4                     5.95966988767849E-05     
11.5                     5.90118192822509E-05     
11.6                     5.87565088334685E-05     
11.7                     5.85048997105986E-05     
11.8                     5.82005840179534E-05     
11.9                     5.79265499573989E-05     
12                       5.76166742234374E-05     
12.1                     5.71887364277934E-05     
12.2                     5.67382847032061E-05     
12.3                     5.6319689895501E-05      
12.4                     5.59995329636465E-05     
12.5                     5.58298560500159E-05     
12.6                     5.56193292751139E-05     
12.7                     5.53565855645477E-05     
12.8                     5.48401794779885E-05     
12.9                     5.44625706189183E-05     
