-1	0.35322690848236
-0.96	0.352332205997635
-0.92	0.332683946184128
-0.88	0.292580903608013
-0.84	0.231359247270106
-0.8	0.149572921382253
-0.76	0.0491082564005396
-0.72	-0.0667837503325753
-0.68	-0.193549138743375
-0.64	-0.325491887433887
-0.6	-0.456031679963891
-0.56	-0.57804813723041
-0.52	-0.684293214366975
-0.48	-0.767846450827633
-0.44	-0.822582350015567
-0.4	-0.843615957101223
-0.36	-0.827692142903043
-0.32	-0.773486410333565
-0.28	-0.681790184608087
-0.24	-0.555561228416898
-0.2	-0.399829485691142
-0.16	-0.221459539393441
-0.12	-0.0287820621072347
-0.08	0.168882826698655
-0.04	0.361778445640166
0	0.54030230586814
0.04	0.69559286992137
0.0800000000000001	0.820070333845808
0.12	0.907892754559626
0.16	0.955295298649511
0.2	0.960789439152323
0.24	0.925209784571364
0.28	0.851607942814655
0.32	0.745004388944367
0.36	0.612019737109237
0.4	0.460415254109658
0.44	0.298578236059074
0.48	0.134990599315313
0.52	-0.0222814022255954
0.56	-0.166041856872151
0.6	-0.290335796028292
0.64	-0.390715168486362
0.68	-0.464388721479113
0.72	-0.510253724384846
0.76	-0.528816387037168
0.8	-0.522015543316878
0.84	-0.492970137520413
0.88	-0.445674907523397
0.92	-0.384670260755845
0.96	-0.314711752231403
