2 -0.12332217657954
2.03125 -0.12332217657954
2.0625 -0.12332217657954
2.09375 -0.12332217657954
2.125 -0.181773630471524
2.15625 -0.181773630471524
2.1875 -0.181773630471524
2.21875 -0.230281981614992
2.25 -0.230281981614992
2.28125 -0.230281981614992
2.3125 -0.270747362924367
2.34375 -0.270747362924367
2.375 -0.270747362924367
2.40625 -0.304658034837455
2.4375 -0.304658034837455
2.46875 -0.304658034837455
2.5 -0.333190860630539
2.53125 -0.333190860630539
2.5625 -0.333190860630539
2.59375 -0.333190860630539
2.625 -0.357284608312975
2.65625 -0.357284608312975
2.6875 -0.357284608312975
2.71875 -0.377694110014489
2.75 -0.377694110014489
2.78125 -0.377694110014489
2.8125 -0.395030746436821
2.84375 -0.395030746436821
2.875 -0.395030746436821
2.90625 -0.409793035782621
2.9375 -0.409793035782621
2.96875 -0.409793035782621
3 -0.422389976502077
3.03125 -0.422389976502077
3.0625 -0.422389976502077
3.09375 -0.422389976502077
3.125 -0.433159025232552
3.15625 -0.433159025232552
3.1875 -0.433159025232552
3.21875 -0.442380062094521
3.25 -0.442380062094521
3.28125 -0.442380062094521
3.3125 -0.450286326067203
3.34375 -0.450286326067203
3.375 -0.450286326067203
3.40625 -0.457073042137951
3.4375 -0.457073042137951
3.46875 -0.457073042137951
3.5 -0.462904275399041
3.53125 -0.462904275399041
3.5625 -0.462904275399041
3.59375 -0.462904275399041
3.625 -0.467918412577143
3.65625 -0.467918412577143
3.6875 -0.467918412577143
3.71875 -0.472232573254511
3.75 -0.472232573254511
3.78125 -0.472232573254511
3.8125 -0.475946180738839
3.84375 -0.475946180738839
3.875 -0.475946180738839
3.90625 -0.479143868852492
3.9375 -0.479143868852492
3.96875 -0.479143868852492
4 -0.481897860717705
4.03125 -0.481897860717705
4.0625 -0.481897860717705
4.09375 -0.481897860717705
4.125 -0.484269925288393
4.15625 -0.484269925288393
4.1875 -0.484269925288393
4.21875 -0.486312994328678
4.25 -0.486312994328678
4.28125 -0.486312994328678
4.3125 -0.488072504897025
4.34375 -0.488072504897025
4.375 -0.488072504897025
4.40625 -0.489587518803972
4.4375 -0.489587518803972
4.46875 -0.489587518803972
4.5 -0.490891659977104
4.53125 -0.490891659977104
4.5625 -0.490891659977104
4.59375 -0.490891659977104
4.625 -0.492013902452891
4.65625 -0.492013902452891
4.6875 -0.492013902452891
4.71875 -0.492979235275584
4.75 -0.492979235275584
4.78125 -0.492979235275584
4.8125 -0.493809225509643
4.84375 -0.493809225509643
4.875 -0.493809225509643
4.90625 -0.494522496554039
4.9375 -0.494522496554039
4.96875 -0.494522496554039
5 -0.495135135750395
5.03125 -0.495135135750395
5.0625 -0.495135135750395
5.09375 -0.495135135750395
5.125 -0.495661042724591
5.15625 -0.495661042724591
5.1875 -0.495661042724591
5.21875 -0.496112227852873
5.25 -0.496112227852873
5.28125 -0.496112227852873
5.3125 -0.496499068594472
5.34375 -0.496499068594472
5.375 -0.496499068594472
5.40625 -0.496830530100961
5.4375 -0.496830530100961
5.46875 -0.496830530100961
5.5 -0.497114355430414
5.53125 -0.497114355430414
5.5625 -0.497114355430414
5.59375 -0.497114355430414
5.625 -0.49735722981491
5.65625 -0.49735722981491
5.6875 -0.49735722981491
5.71875 -0.497564922710781
5.75 -0.497564922710781
5.78125 -0.497564922710781
5.8125 -0.497742410771352
5.84375 -0.497742410771352
5.875 -0.497742410771352
5.90625 -0.497893984395733
5.9375 -0.497893984395733
5.96875 -0.497893984395733
