0.1 0.0325975176341843 0.00420457566030764 0.00334117127885223 0.0327492301231193 0.00408307884888727 0.00362766481340152
0.2 0.106789791218751 0.0136605164491141 0.0108318536012962 0.107251207365702 0.0132634381998633 0.0117663076382477
0.3 0.196787485941076 0.0248115235252466 0.0195993764727091 0.19757218899385 0.0240858523999143 0.0213102879214484
0.4 0.286523452373591 0.0353613406050616 0.0277759995021247 0.287570537035022 0.0343203863570247 0.030245030524672
0.5 0.366661592529358 0.0439493959633587 0.0342550873098949 0.367879441171442 0.0426466870110445 0.0373773572693003
0.6 0.432427329007979 0.0498951089390057 0.0384934120413789 0.433719665153571 0.0484051863034931 0.0421187408125931
0.7 0.482049828371068 0.0529981392660729 0.0403523252622951 0.483330049325549 0.0514027862587083 0.0443126728224401
0.8 0.5156571540123 0.0533839637400038 0.0399715384158604 0.516855086066318 0.0517626966663039 0.0440986339134053
0.9 0.534504432135005 0.0513860204685589 0.0376701131516606 0.535568397837941 0.0498098654389702 0.0418062751910986
1 0.540445014324807 0.0474571551880301 0.0338700235990271 0.541341132946451 0.0459849301464303 0.0378743919542409
1.1 0.535577231974598 0.0421044010521485 0.0290383242074618 0.536287286473696 0.040780868641561 0.0327901080606441
1.2 0.522016762007859 0.0358421812507441 0.023644531926007 0.522535410947016 0.0346975732122857 0.0270444113940492
1.3 0.501757508832036 0.0291599404285731 0.0181303475942294 0.502089388728897 0.0282104472264332 0.0211008015217646
1.4 0.476593888904633 0.0225009380444008 0.0128892740975145 0.476750890981709 0.0217498522196497 0.0153743430058025
1.5 0.448084721834222 0.0162495689824311 0.00825408231426832 0.448083615310776 0.0156888393854365 0.0102188733658734
1.6 0.417544533804263 0.0107250919885499 0.00449039873994287 0.41740496873847 0.0103371017213263 0.00592050345550008
1.7 0.386052083697241 0.00618006962667675 0.00179498307391114 0.385795000741369 0.00593949807576452 0.00269587884475222
1.8 0.354469025408244 0.00280217500735273 0.000297505615912497 0.354115442916911 0.00267784198918969 0.000693951464245703
1.9 0.323463814763883 0.000718308610714051 6.48496166927033E-05 0.323033945603031 0.000674928394242133 2.48056609329578E-07
2 0.293537582515335 2.03905056656237E-07 0.00110714304314642 0.293050222219747 1.3345089255297E-32 0.000642821857925877
2.1 0.265049830707952 0.00067089053167665 0.00338487963683612 0.264521975113227 0.00067504106074457 0.00259924159859519
2.2 0.238242657270488 0.00271153894648369 0.006816619296038 0.237689300523405 0.0026814364323685 0.00580411191588173
2.3 0.21326277427815 0.00606833423385602 0.0112868689851445 0.212696844356446 0.00596665443705338 0.0101567355717735
2.4 0.19018098249821 0.0106591263204047 0.0166538373913333 0.189613372009421 0.0104507082189404 0.0155286239191481
2.5 0.16900900349719 0.0163796803217502 0.0227568349311695 0.168448674977136 0.0160322262937303 0.0217706408544287
