1                   1                   0                   1                   0                   1                   0                   
1.21052631578947    1                   0.210526315789474   1.21052631578947    0.232686980609418   1.46537396121884    0.257957914176022   
1.42105263157895    1                   0.421052631578947   1.42105263157895    0.509695290858726   2.01939058171745    0.623220100111775   
1.63157894736842    1                   0.631578947368421   1.63157894736842    0.831024930747922   2.66204986149584    1.11444817028721    
1.84210526315789    1                   0.842105263157895   1.84210526315789    1.19667590027701    3.39335180055402    1.75030373718229    
2.05263157894737    1                   1.05263157894737    2.05263157894737    1.60664819944598    4.21329639889197    2.54944841327696    
2.26315789473684    1                   1.26315789473684    2.26315789473684    2.06094182825485    5.1218836565097     3.53054381105117    
2.47368421052632    1                   1.47368421052632    2.47368421052632    2.5595567867036     6.1191135734072     4.71225154298489    
2.68421052631579    1                   1.68421052631579    2.68421052631579    3.10249307479224    7.20498614958449    6.11323322155805    
2.89473684210526    1                   1.89473684210526    2.89473684210526    3.68975069252077    8.37950138504155    7.75215045925062    
3.10526315789474    1                   2.10526315789474    3.10526315789474    4.3213296398892     9.64265927977839    9.64766486854255    
3.31578947368421    1                   2.31578947368421    3.31578947368421    4.99722991689751    10.994459833795     11.8184380619138    
3.52631578947368    1                   2.52631578947368    3.52631578947368    5.71745152354571    12.4349030470914    14.2831316518443    
3.73684210526316    1                   2.73684210526316    3.73684210526316    6.48199445983379    13.9639889196676    17.060407250814     
3.94736842105263    1                   2.94736842105263    3.94736842105263    7.29085872576177    15.5817174515235    20.1689264713029    
4.15789473684211    1                   3.15789473684211    4.15789473684211    8.14404432132964    17.2880886426593    23.6273509257909    
4.36842105263158    1                   3.36842105263158    4.36842105263158    9.0415512465374     19.0831024930748    27.454342226758     
4.57894736842105    1                   3.57894736842105    4.57894736842105    9.98337950138504    20.9667590027701    31.6685619866842    
4.78947368421053    1                   3.78947368421053    4.78947368421053    10.9695290858726    22.9390581717451    36.2886718180493    
5                   1                   4                   5                   12                  25                  41.3333333333333    
